function	baseline_anchor	candidate_anchor	body_sha256	zgc_file_anchor
length	runtime/src/Heap/Allocator/ZAttachedArray.h:65	runtime/src/Heap/z/zAttachedArray.inline.hpp:71	d2f2a4e71eb2d3b706e43d555232f4fea1beb87096fad365a251ce69605288e2	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAttachedArray.inline.hpp:32
operator	runtime/src/Heap/Allocator/ZAttachedArray.h:68	runtime/src/Heap/z/zAttachedArray.inline.hpp:77	cf32ad13d366c60fe085ff44e78cf807874a93611c98d0385bbcc04583ed6a74	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zAttachedArray.inline.hpp:32
claim_level_size	runtime/src/Heap/Allocator/ZGranuleMap.h:34	runtime/src/Heap/z/zIndexDistributor.inline.hpp:19	6689cd3ef3dffa4fb8553a8ae49e86df4f2e036929ba534d656e3c3ceaf9c6e8	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.hpp:29
claim_level_end_index	runtime/src/Heap/Allocator/ZGranuleMap.h:39	runtime/src/Heap/z/zIndexDistributor.inline.hpp:24	1d8a45791a25df5541ee7be7c477624e38f2efcda1c5abb0c7bafaa52f7b27f3	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.hpp:29
<lambda-or-initializer>	runtime/src/Heap/Allocator/ZGranuleMap.h:48	runtime/src/Heap/z/zIndexDistributor.inline.hpp:65	c0222fe82f6846d68b62d325718c2a8618e7db3ca11c513473231e615adf6e6e	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
claim_level_index	runtime/src/Heap/Allocator/ZGranuleMap.h:45	runtime/src/Heap/z/zIndexDistributor.inline.hpp:62	92d7b33ad0d25f1f8d1445ca702742a4d70c49d03c85cd41a0a6d3acda48d592	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
claim_index	runtime/src/Heap/Allocator/ZGranuleMap.h:55	runtime/src/Heap/z/zIndexDistributor.inline.hpp:74	5ecc10c101516b8bb863acd4fbf935a393dcf98d3fef5ec05b5cfff0b6d63cad	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
level_segment_size	runtime/src/Heap/Allocator/ZGranuleMap.h:60	runtime/src/Heap/z/zIndexDistributor.inline.hpp:81	69e5bb7a170bb83bf9f1ae707dfc962fd017ccb2fe8e354a01f542149ffb6023	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
claim_and_do	runtime/src/Heap/Allocator/ZGranuleMap.h:66	runtime/src/Heap/z/zIndexDistributor.inline.hpp:100	61b2633a9b66f6db4ff84298ef93b7afadbab9fc2bcf4b0343efb13d9e813a66	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
<lambda-or-initializer>	runtime/src/Heap/Allocator/ZGranuleMap.h:83	runtime/src/Heap/z/zIndexDistributor.inline.hpp:119	0e2bae2288da80ffd9867d9622726c12fec931f1a352ef3227319a3fd8caf1c0	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
steal_and_do	runtime/src/Heap/Allocator/ZGranuleMap.h:82	runtime/src/Heap/z/zIndexDistributor.inline.hpp:118	765da4ea952a8898629f89804334c6cc5e2d8eaaf09cc3bcdc2c02747b9fe503	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
<lambda-or-initializer>	runtime/src/Heap/Allocator/ZGranuleMap.h:96	runtime/src/Heap/z/zIndexDistributor.inline.hpp:143	a962f7a36a5b28492157f5873a8789a3e9744986ea6360fe36c430fb61032493	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
<lambda-or-initializer>	runtime/src/Heap/Allocator/ZGranuleMap.h:108	runtime/src/Heap/z/zIndexDistributor.inline.hpp:155	017f5df5704da8a64a2b89ceb10f8ea8e167e2549adda8b01b75297e77dafceb	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
ZIndexDistributorClaimTree	runtime/src/Heap/Allocator/ZGranuleMap.h:94	runtime/src/Heap/z/zIndexDistributor.inline.hpp:141	2c13a8254a2db6b2ff241b5e5d07031660f5b0da4218774578556c331689b9a4	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
~ZIndexDistributorClaimTree	runtime/src/Heap/Allocator/ZGranuleMap.h:113	runtime/src/Heap/z/zIndexDistributor.inline.hpp:44	8e2a4f31dfe8878cc1580cb75219a02bac721d1b70bb6001b5b0760753bce93f	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.hpp:29
do_indices	runtime/src/Heap/Allocator/ZGranuleMap.h:119	runtime/src/Heap/z/zIndexDistributor.inline.hpp:132	ed9d5d2fe5984720bcad8bd706913e3e9d5da4363f055c1abb04b8839552bc45	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
get_count	runtime/src/Heap/Allocator/ZGranuleMap.h:126	runtime/src/Heap/z/zIndexDistributor.inline.hpp:88	b3ebc6e4395c548e264b6600adac9f2b6fe730a0f9fa0e109d94360ced60e11b	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zIndexDistributor.inline.hpp:37
ZGranuleMap	runtime/src/Heap/Allocator/ZGranuleMap.h:145	runtime/src/Heap/z/zGranuleMap.hpp:31	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
Initialize	runtime/src/Heap/Allocator/ZGranuleMap.h:148	runtime/src/Heap/z/zGranuleMap.hpp:34	a169f652e2c9a31c520ffdbc016729f7178b1161d7177a456f3b87a0086d6f76	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
~ZGranuleMap	runtime/src/Heap/Allocator/ZGranuleMap.h:172	runtime/src/Heap/z/zGranuleMap.hpp:58	ac064a97e89cdadcbaaaceb329f6b080b121975a188ce78b5345888bee343849	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
Reset	runtime/src/Heap/Allocator/ZGranuleMap.h:178	runtime/src/Heap/z/zGranuleMap.hpp:64	fee1bf2ed4c13b2c0f7bc3b9a41aeee9d47aef5277099b7652a2be20e3026555	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
ResetForTest	runtime/src/Heap/Allocator/ZGranuleMap.h:187	runtime/src/Heap/z/zGranuleMap.hpp:73	5ad9acebe03118df662a406f8b58dcc2c0f5050befe08040f4ce257bc8fff934	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
Ready	runtime/src/Heap/Allocator/ZGranuleMap.h:190	runtime/src/Heap/z/zGranuleMap.hpp:76	1237fb3a5de089e929d09d1aa1f7dcb530cb2e14b0e63292ba1dbd286ddb1374	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
offset_for_address	runtime/src/Heap/Allocator/ZGranuleMap.h:196	runtime/src/Heap/z/zGranuleMap.hpp:82	eb171414396f552b5abd88d58a97f2f6976b17bb5c513a4f8ded1974e487f458	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
get	runtime/src/Heap/Allocator/ZGranuleMap.h:211	runtime/src/Heap/z/zGranuleMap.inline.hpp:12	a159ec97625c6275a256d6bcc1a65311f9bec98b96f36911a12d1e4a976d947c	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
put	runtime/src/Heap/Allocator/ZGranuleMap.h:216	runtime/src/Heap/z/zGranuleMap.inline.hpp:20	c858fe5cffb58f2d399d12992ae3a72a317d35ed72854a6969b165ee11b39ac5	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
<lambda-or-initializer>	runtime/src/Heap/Allocator/ZGranuleMap.h:226	runtime/src/Heap/z/zGranuleMap.inline.hpp:33	7a4f294591fe597f5c71829424b252552c8f9013c1d3b025a1567dbc4c1e117d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
put	runtime/src/Heap/Allocator/ZGranuleMap.h:221	runtime/src/Heap/z/zGranuleMap.inline.hpp:28	97a824bdee577403c7524e443d1beb72aab079f72e01d482c60b6d4329f864e4	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
compare_exchange	runtime/src/Heap/Allocator/ZGranuleMap.h:232	runtime/src/Heap/z/zGranuleMap.inline.hpp:42	b4bab9ab1ecfb4519c6d73978a1e185a3d36bc7839d72c5f60a59ded00cc36db	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
exchange	runtime/src/Heap/Allocator/ZGranuleMap.h:238	runtime/src/Heap/z/zGranuleMap.inline.hpp:51	169822425fdbace78102458b70e7c7762eb61144d2763402f739e809296be35d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
granule	runtime/src/Heap/Allocator/ZGranuleMap.h:242	runtime/src/Heap/z/zGranuleMap.inline.hpp:59	d2097657c9d466d55c7aa738ee0313a0b1226d4c2876a397a86da98e68b6ad60	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
size	runtime/src/Heap/Allocator/ZGranuleMap.h:243	runtime/src/Heap/z/zGranuleMap.inline.hpp:65	35292fd0501272bd7487e0c89c8a301bfcb88d85ebfff75242ce35a779d01443	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
size	runtime/src/Heap/Collector/ZForwarding.h:122	runtime/src/Heap/z/zForwarding.inline.hpp:100	35292fd0501272bd7487e0c89c8a301bfcb88d85ebfff75242ce35a779d01443	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwarding.hpp:37
base	runtime/src/Heap/Allocator/ZGranuleMap.h:244	runtime/src/Heap/z/zGranuleMap.inline.hpp:71	9893c42f9c3deb1abda4dbc884a7abfebdaff2ff5977da79f5a09ac4a6161f3d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
<lambda-or-initializer>	runtime/src/Heap/Allocator/ZGranuleMap.h:250	runtime/src/Heap/z/zGranuleMap.hpp:114	b0a1eb729cea9889386a31d8909acb363899511683a7025a22147d71091340ad	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
visit_unique	runtime/src/Heap/Allocator/ZGranuleMap.h:248	runtime/src/Heap/z/zGranuleMap.hpp:112	c837788cd37d2647dbf3d7cb614436ddfa51b84f2d83360620dddaf46b0c21db	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.hpp:31
at	runtime/src/Heap/Allocator/ZGranuleMap.h:260	runtime/src/Heap/z/zGranuleMap.inline.hpp:77	49dda463f1e393bb2e754212b05aaf342585cbce8d81b7a0ab08e2244dbb4670	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
index_for_offset	runtime/src/Heap/Allocator/ZGranuleMap.h:269	runtime/src/Heap/z/zGranuleMap.inline.hpp:88	341b224d39383983a76cbe8ccbaf380c0799062e66f650c7bdfc8d6a99229dc1	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zGranuleMap.inline.hpp:37
ZPageTableParallelIterator	runtime/src/Heap/Allocator/ZGranuleMap.h:288	runtime/src/Heap/z/zPageTable.inline.hpp:14	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageTable.inline.hpp:36
do_indices	runtime/src/Heap/Allocator/ZGranuleMap.h:293	runtime/src/Heap/z/zPageTable.inline.hpp:22	9c26715a64a1a1c30e09c67b6e1d4701e2814ef2284fb783c7f28d85125b8faa	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageTable.inline.hpp:36
do_pages	runtime/src/Heap/Allocator/ZGranuleMap.h:292	runtime/src/Heap/z/zPageTable.inline.hpp:21	66819cc47727150ad89be1f10d7877e6594c6d07679d5ddf9d4e62576c08711f	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPageTable.inline.hpp:36
Owner	runtime/src/Heap/Allocator/zForwardingTable.hpp:34	runtime/src/Heap/z/zForwardingTable.hpp:34	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingTable.hpp:30
bool	runtime/src/Heap/Allocator/zForwardingTable.hpp:35	runtime/src/Heap/z/zForwardingTable.hpp:35	dcfbd9faebe94f4a5f24bc0611d0ad0234926833945d7bc761c553a735f8cbef	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingTable.hpp:30
bool	runtime/src/Heap/Allocator/zForwardingTable.hpp:54	runtime/src/Heap/z/zForwardingTable.hpp:54	dcfbd9faebe94f4a5f24bc0611d0ad0234926833945d7bc761c553a735f8cbef	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingTable.hpp:30
get	runtime/src/Heap/Allocator/zForwardingTable.hpp:36	runtime/src/Heap/z/zForwardingTable.hpp:36	af633e431a3cc395de0d98a57887fde363bc9425b55836b3d2f2bb3102e82e2d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingTable.hpp:30
<lambda-or-initializer>	runtime/src/Heap/Allocator/zForwardingTable.hpp:37	runtime/src/Heap/z/zForwardingTable.hpp:37	af633e431a3cc395de0d98a57887fde363bc9425b55836b3d2f2bb3102e82e2d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingTable.hpp:30
Publication	runtime/src/Heap/Allocator/zForwardingTable.hpp:50	runtime/src/Heap/z/zForwardingTable.hpp:50	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingTable.hpp:30
Publication	runtime/src/Heap/Allocator/zForwardingTable.hpp:60	runtime/src/Heap/z/zForwardingTable.hpp:60	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingTable.hpp:30
Get	runtime/src/Heap/Allocator/zForwardingTable.hpp:143	runtime/src/Heap/z/zForwardingTable.inline.hpp:11	ec6524696f37d2fbcd7a4cf52e6151e2fd1dbb8115381594cccbdf0e028b4e39	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zForwardingTable.hpp:30
max	runtime/src/Heap/Allocator/zObjectAllocator.cpp:63	runtime/src/Heap/z/zObjectAllocator.cpp:63	cd80994abb0d1e0465acdc560717676578c1774f461babbe67b4b131497a6305	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
max	runtime/src/Heap/Allocator/zObjectAllocator.cpp:92	runtime/src/Heap/z/zObjectAllocator.cpp:92	cd80994abb0d1e0465acdc560717676578c1774f461babbe67b4b131497a6305	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
InitializeTLAB	runtime/src/Heap/Allocator/zObjectAllocator.cpp:61	runtime/src/Heap/z/zObjectAllocator.cpp:61	f087aac1a59c4f563412493236637f0697f6dc3b9c982abedbb56c28c14caccc	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
ResetTLABUsage	runtime/src/Heap/Allocator/zObjectAllocator.cpp:71	runtime/src/Heap/z/zObjectAllocator.cpp:71	6fcc73bf516e3ab7ccb79253c904a07de58bee41fe738cfee312fc4451f96b22	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
GetHeap	runtime/src/Heap/Allocator/zObjectAllocator.cpp:94	runtime/src/Heap/z/zObjectAllocator.cpp:94	de2bceba712127c0356321dfc159d1170ef75524aa8a59a03725e616994246f6	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
PublishTLABStatistics	runtime/src/Heap/Allocator/zObjectAllocator.cpp:87	runtime/src/Heap/z/zObjectAllocator.cpp:87	8fd564ec404c7e2478e2021327707e018b3afef0bfb647a284cdb4039c84116c	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
RetireTLABStatistics	runtime/src/Heap/Allocator/zObjectAllocator.cpp:111	runtime/src/Heap/z/zObjectAllocator.cpp:111	8c051437bc0760d68e512ace029b02083bcdc47a006f97209f09f718691d6022	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
SharedPageCPUCount	runtime/src/Heap/Allocator/zObjectAllocator.cpp:119	runtime/src/Heap/z/zObjectAllocator.cpp:119	14cabc05b605e48f56ea2bd2fe9989c0f7fee15de7fe23b09b56e190b3163311	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
ProcessorMap	runtime/src/Heap/Allocator/zObjectAllocator.cpp:146	runtime/src/Heap/z/zObjectAllocator.cpp:146	eb0cd9f0b7836874171acd0294838a030e39554b9b3e596076bb30589631e5ec	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
CurrentSharedPageCPU	runtime/src/Heap/Allocator/zObjectAllocator.cpp:131	runtime/src/Heap/z/zObjectAllocator.cpp:131	6c2e7eb59a64877e8160af31fc16054f923dc57b074e86cb87d1c624e4809594	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
PerAgeObjectAllocator	runtime/src/Heap/Allocator/zObjectAllocator.cpp:170	runtime/src/Heap/z/zObjectAllocator.cpp:170	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
IsSmallEdenPage	runtime/src/Heap/Allocator/zObjectAllocator.cpp:174	runtime/src/Heap/z/zObjectAllocator.cpp:174	f9af8e31d1f709fba3c3444d15279a280555d378ad23d7fb91ef1d73bb1a5baf	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
AllocateSharedPage	runtime/src/Heap/Allocator/zObjectAllocator.cpp:182	runtime/src/Heap/z/zObjectAllocator.cpp:182	2df7905076056db6379078f4cde3267b3cb79bcb2926c820958fd8fa551e628b	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
UndoSharedPage	runtime/src/Heap/Allocator/zObjectAllocator.cpp:211	runtime/src/Heap/z/zObjectAllocator.cpp:211	a257324f8e4de58e195690c8f46ad263d73ee685a72a31916675d2a996b6fd47	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
<lambda-or-initializer>	runtime/src/Heap/Allocator/zObjectAllocator.cpp:255	runtime/src/Heap/z/zObjectAllocator.cpp:255	388eca5793084c150d7dfb6390631d1d2ee9d9651b5ae8129e90d406e00bc89a	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
AllocSharedObject	runtime/src/Heap/Allocator/zObjectAllocator.cpp:229	runtime/src/Heap/z/zObjectAllocator.cpp:229	57dc897204a624979ccbf8291c61b734cdc1be002b226ac5832939e7bc86ddb8	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
<lambda-or-initializer>	runtime/src/Heap/Allocator/zObjectAllocator.cpp:274	runtime/src/Heap/z/zObjectAllocator.cpp:274	f7b0f1204baf93007c1aa69f0f272350bc4eedf3b501ab6ab3ec92f73e7c4e25	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
RetireSharedPages	runtime/src/Heap/Allocator/zObjectAllocator.cpp:272	runtime/src/Heap/z/zObjectAllocator.cpp:272	bd12d03346c7ad136553e255911b24910298e20f4d6d2f1847972f9da096e866	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
AllocateThreadLocalRegion	runtime/src/Heap/Allocator/zObjectAllocator.cpp:282	runtime/src/Heap/z/zObjectAllocator.cpp:282	cfb2abb6fb8879a7d8d8feb81c00178f99358e15f299e49f5c6a5e2cbbe7ab28	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
UndoThreadLocalRegionAllocation	runtime/src/Heap/Allocator/zObjectAllocator.cpp:324	runtime/src/Heap/z/zObjectAllocator.cpp:324	73ae2fc7c6895474ffa935facd426b537d88f6cdfe84acc2fa3d2aaa4a92d42f	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
RequestForRegion	runtime/src/Heap/Allocator/zObjectAllocator.cpp:336	runtime/src/Heap/z/zObjectAllocator.cpp:336	137352ef5938b8c28c2fbc359bc5e27dbad76787d22016a8b3f110808f223ff9	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
AllocPinnedFromFreeList	runtime/src/Heap/Allocator/zObjectAllocator.cpp:365	runtime/src/Heap/z/zObjectAllocator.cpp:365	e919acd7f7cccd0ad48c8e77ea979ec6ff03dac1419b439ccd7291e94e97acc0	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.cpp:40
RegionManager	runtime/src/Heap/Allocator/zObjectAllocator.hpp:31	runtime/src/Heap/z/zObjectAllocator.cpp:481	65770fedbf9c06096970cd6044282319e9bc17e1e1ee854cbb64ce99315cf396	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.hpp:35
AllocPinned	runtime/src/Heap/Allocator/zObjectAllocator.hpp:40	runtime/src/Heap/z/zObjectAllocator.hpp:26	909333abb40bb5356972c1c1b32445f2190f61a96dcbbdc2903e51baf575eb4b	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.hpp:35
AllocLarge	runtime/src/Heap/Allocator/zObjectAllocator.hpp:101	runtime/src/Heap/z/zObjectAllocator.hpp:87	a0fb77883e50342700cc716e19f26004da3f6f9acd733723973ef944aa38b736	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.hpp:35
EnlistFullThreadLocalRegion	runtime/src/Heap/Allocator/zObjectAllocator.hpp:132	runtime/src/Heap/z/zObjectAllocator.hpp:118	cca7f296fa645bee665caa16f41509a03a4657cc282a141fe6d8e43a132220a3	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.hpp:35
RemoveThreadLocalRegion	runtime/src/Heap/Allocator/zObjectAllocator.hpp:148	runtime/src/Heap/z/zObjectAllocator.hpp:134	4d4c37e75ce88e727c79e78d5aa0590236a28474e55ec11d71e238ef89d7767d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zObjectAllocator.hpp:35
SetGhostLookupTestHook	runtime/src/Heap/Allocator/zPage.cpp:80	runtime/src/Heap/Allocator/zPage.cpp:143	341380b195be829f983aa7551a294b86bf1659f7f4737af1ce62349f8980dbaf	ZGC 无独立对应定义；原地保留，归 #228 / A06 / 对应机制包
GhostLookupTestHookCalls	runtime/src/Heap/Allocator/zPage.cpp:86	runtime/src/Heap/Allocator/zPage.cpp:149	abd677c2a8c8c7a4f13a7ff5deda8f97b13566a291aa0f2044cf6e2b06e18b0e	ZGC 无独立对应定义；原地保留，归 #228 / A06 / 对应机制包
RunGhostLookupTestHook	runtime/src/Heap/Allocator/zPage.cpp:91	runtime/src/Heap/Allocator/zPage.cpp:154	b7d4e6ccc1f3157d9407b37545b63987d9d2401507c8da3e147e592e5dfc365f	ZGC 无独立对应定义；原地保留，归 #228 / A06 / 对应机制包
SetYoungRegionFlag	runtime/src/Heap/Allocator/zPage.cpp:115	runtime/src/Heap/z/zPage.cpp:90	2ceab601bf9060f15b49cd47b45f8577906969e06944d04e52bfcd5c7c4bffd3	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
GetYoungRegionCount	runtime/src/Heap/Allocator/zPage.cpp:134	runtime/src/Heap/z/zPage.cpp:109	ef9ed1e2b7fe249b5c1a68161fb3e9ae70c6e6ab4f8291411977a79bac32db39	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
GetYoungAllocatedSize	runtime/src/Heap/Allocator/zPage.cpp:139	runtime/src/Heap/z/zPage.cpp:114	edeb7be8f6ca80a209a39c78c2f269226a41b1bbf3ca6ab64a5a32a3f8507917	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
HasYoungRegions	runtime/src/Heap/Allocator/zPage.cpp:144	runtime/src/Heap/z/zPage.cpp:119	2b73b3b3a93c4f0992a95f0a9e5d319fc83ee1b3913a527ab4c81d08d59807f2	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
GetPageSize	runtime/src/Heap/Allocator/zPage.cpp:149	runtime/src/Heap/z/zPage.cpp:124	1167772305644e721290f3ff9f73fbdddefe206205d58c0664c43b3ef3205795	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
DumpRegionInfo	runtime/src/Heap/Allocator/zPage.cpp:183	runtime/src/Heap/z/zPage.cpp:158	f7126ea7035f0ab04c8658a63fb82f33188c3d1d125aeb3882ebdcc8ba8e8dbf	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
GetTypeName	runtime/src/Heap/Allocator/zPage.cpp:189	runtime/src/Heap/z/zPage.cpp:164	325fbab32fab8b52b0aca80545d71e67e23d534d574bce09c988ed45e3e7590b	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
VisitAllObjects	runtime/src/Heap/Allocator/zPage.cpp:210	runtime/src/Heap/z/zPage.cpp:185	6367d2d73148c065445450d0a7c718cabd527d3cd2b328f7e0a340023897b58d	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
VisitAllObjects	runtime/src/Heap/Allocator/zPage.cpp:247	runtime/src/Heap/z/zPage.cpp:222	0c7800e33d5298af84586147b638d64ae90c3695fb98c8cef51ffc3b8ea4acad	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
ClearRelocationResiduals	runtime/src/Heap/Allocator/zPage.cpp:244	runtime/src/Heap/z/zPage.cpp:219	0b5eaa365800194b48996df2a360e84f645221146f816e90627129f7f1fcbe83	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
<lambda-or-initializer>	runtime/src/Heap/Allocator/zPage.cpp:262	runtime/src/Heap/z/zPage.cpp:237	026f77d9799134d89645a89a00322b365f5f4511b809d547645cab9adf20b243	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
<lambda-or-initializer>	runtime/src/Heap/Allocator/zPage.cpp:282	runtime/src/Heap/z/zPage.cpp:257	d09970312831d811d7f32c3c66ee7b935ad5abe0180346524ce866e2ecdff4a7	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
<lambda-or-initializer>	runtime/src/Heap/Allocator/zPage.cpp:281	runtime/src/Heap/z/zPage.cpp:256	e53fed5879f3067b943162a3ae74dcaa7e2bb07e40e7aaa55aa8267033ebb8ee	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
VisitLiveObjectsUntilFalse	runtime/src/Heap/Allocator/zPage.cpp:255	runtime/src/Heap/z/zPage.cpp:230	00c0664768ce7afee6817ac9023892c794e7faade4b3dcaff2e87b4053dcd1fd	/root/cj_build/reference/jdk/src/hotspot/share/gc/z/zPage.cpp:33
